"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Napsa",1.63990883047714e-58,1.51993503276846,0.525,0.244,5.09240889128068e-54,"A","Napsa"
"Gng5",2.4135304374064e-58,-0.362935496428559,0.99,0.987,7.49473606727809e-54,"A","Gng5"
"Rnase4",4.65692692713397e-58,0.690542278257063,0.922,0.727,1.44611551868291e-53,"A","Rnase4"
"Klf13",4.94342948045801e-58,0.673948768872973,0.961,0.852,1.53508315656663e-53,"A","Klf13"
"Ms4a4c",5.63511116928108e-58,-2.2004289961595,0.208,0.5,1.74987107139685e-53,"A","Ms4a4c"
"Gnas",6.28501897627128e-58,-0.469465829898511,0.974,0.982,1.95168694270152e-53,"A","Gnas"
"Chil3",7.03790251771201e-58,2.64248725992518,0.499,0.239,2.18547986882511e-53,"A","Chil3"
"Pdia3",1.6316747547482e-57,-0.625709232894438,0.947,0.971,5.06683961591959e-53,"A","Pdia3"
"Znfx1",1.71568794992002e-57,-1.51336425530058,0.409,0.655,5.32772579088664e-53,"A","Znfx1"
"Arl6ip1",2.75831679562525e-57,-0.610332908665842,0.908,0.963,8.5654011454551e-53,"A","Arl6ip1"
"Dnmt3a",3.60081292613537e-57,-1.20858874443997,0.485,0.73,1.11816043795282e-52,"A","Dnmt3a"
"Ddx58",3.62253793584432e-57,-1.87158788024278,0.198,0.489,1.12490670521774e-52,"A","Ddx58"
"Deptor",5.73711552709499e-57,1.31913974240256,0.606,0.342,1.78154648462881e-52,"A","Deptor"
"Rnf19b",1.79255044609862e-56,-1.09536494956274,0.531,0.757,5.56640690027004e-52,"A","Rnf19b"
"P4ha1",2.00487646852925e-56,-1.45467636882547,0.34,0.611,6.22574289772387e-52,"A","P4ha1"
"Ly9",6.57603824577245e-56,-1.48484126892285,0.325,0.599,2.04205715645972e-51,"A","Ly9"
"Dnaja1",7.06755304217473e-56,-0.867254388042418,0.781,0.874,2.19468724618652e-51,"A","Dnaja1"
"Prkcd",1.48902230570033e-55,-0.727010140047747,0.919,0.959,4.62386096589124e-51,"A","Prkcd"
"Zmynd8",3.77546865119182e-55,-1.2416294166158,0.43,0.69,1.1723962802546e-50,"A","Zmynd8"
"Sirpa",4.00720237027475e-55,-0.655751286545802,0.974,0.99,1.24435655204142e-50,"A","Sirpa"
"Col14a1",8.2450427805508e-55,1.32726431991124,0.536,0.255,2.56033313464444e-50,"A","Col14a1"
"Slfn2",9.77234831253397e-55,0.567001770121652,0.976,0.93,3.03460732149117e-50,"A","Slfn2"
"Gbp2b",1.08905477789905e-54,-6.17462223876526,0.007,0.229,3.38184180180994e-50,"A","Gbp2b"
"Cox7a2l",2.58763502697605e-54,0.451493495930243,0.987,0.976,8.03538304926874e-50,"A","Cox7a2l"
"Rpl21",2.6520191671427e-54,0.297824393418478,0.995,0.998,8.23531511972824e-50,"A","Rpl21"
"Anapc16",3.29445257464528e-54,0.913563935589094,0.783,0.561,1.0230263580046e-49,"A","Anapc16"
"Gpr65",4.03645157113393e-54,-0.899646984415633,0.786,0.891,1.25343930638422e-49,"A","Gpr65"
"Gsr",4.27803581885221e-54,0.788297452333103,0.815,0.564,1.32845846282818e-49,"A","Gsr"
"Zfand5",5.32383079318678e-54,0.565067920272662,0.969,0.909,1.65320917620829e-49,"A","Zfand5"
"Ifi44",8.95889058090459e-54,-5.0362400651272,0.012,0.236,2.7820042920883e-49,"A","Ifi44"
"Eef1a1",1.18796721602224e-53,0.246286693568811,0.998,0.999,3.68899459591385e-49,"A","Eef1a1"
"Cybb",1.69349520456136e-53,-0.530887167274411,0.993,0.997,5.25881065872439e-49,"A","Cybb"
"Hnrnpa1",1.89080706221283e-53,0.638084600202864,0.955,0.904,5.87152317028949e-49,"A","Hnrnpa1"
"Stab1",2.35708333099632e-53,0.750419116783233,0.956,0.892,7.31945086774287e-49,"A","Stab1"
"Cd38",2.54197459470182e-53,0.639047001722493,0.958,0.795,7.89359370892756e-49,"A","Cd38"
"Hk3",3.04144351592097e-53,-1.79571011971129,0.237,0.513,9.44459454998939e-49,"A","Hk3"
"Mtpn",4.52506558619574e-53,-0.705704844733196,0.82,0.909,1.40516861648136e-48,"A","Mtpn"
"Parp9",6.16484854695332e-53,-1.4961798768959,0.297,0.563,1.91437041928541e-48,"A","Parp9"
"Jpt1",8.19389859711627e-53,-0.662616854109359,0.845,0.912,2.54445133136252e-48,"A","Jpt1"
"Pdgfb",9.63483211834519e-53,-1.87172783095459,0.2,0.479,2.99190441770973e-48,"A","Pdgfb"
"Cxcl16",1.03745159057358e-52,-0.656747143481578,0.953,0.97,3.22159842420813e-48,"A","Cxcl16"
"Fcgr2b",1.49670592136104e-52,0.589773771611538,0.97,0.87,4.64772089760244e-48,"A","Fcgr2b"
"Dnase1l3",2.38384451020466e-52,-3.93360340129824,0.047,0.288,7.40255235753852e-48,"A","Dnase1l3"
"Srgn",2.74020928248212e-52,0.554269794498281,0.991,0.984,8.50917188489172e-48,"A","Srgn"
"Magt1",3.00031377230693e-52,-1.09380126378882,0.451,0.699,9.31687435714472e-48,"A","Magt1"
"Tmem106a",3.67343873276513e-52,-0.926028285014684,0.666,0.832,1.14071292968556e-47,"A","Tmem106a"
"Rps26",4.23065203542236e-52,0.312216791083961,0.995,0.997,1.31374437655971e-47,"A","Rps26"
"Ifi209",5.53489778629268e-52,-1.77973447470756,0.263,0.531,1.71875180957746e-47,"A","Ifi209"
"Alg5",6.0246792367544e-52,0.866786526933451,0.803,0.579,1.87084364338934e-47,"A","Alg5"
"Malat1",6.56852163336368e-52,-0.552651704071362,0.999,0.998,2.03972302280842e-47,"A","Malat1"
"Adssl1",1.30874923756402e-51,1.05122829109328,0.657,0.396,4.06405900740754e-47,"A","Adssl1"
"Tor3a",1.33312552815956e-51,-1.26135244089166,0.469,0.692,4.13975470259387e-47,"A","Tor3a"
"Trim30d",1.42791135404217e-51,-1.91769527268578,0.187,0.46,4.43409312770715e-47,"A","Trim30d"
"Il18bp",1.48663646002951e-51,-1.94278438934981,0.413,0.634,4.61645219932963e-47,"A","Il18bp"
"Phf11b",2.6761218350886e-51,-1.70660321906857,0.279,0.54,8.31016113450064e-47,"A","Phf11b"
"Iigp1",5.25570101871687e-51,-3.74596248598844,0.07,0.314,1.63205283734215e-46,"A","Iigp1"
"Gatm",5.59270584457402e-51,-0.858520780836139,0.856,0.922,1.73670294591557e-46,"A","Gatm"
"Cdh5",1.1602058372435e-50,-4.32137025995861,0.02,0.236,3.60278718639224e-46,"A","Cdh5"
"Cd300ld",1.97118908350331e-50,-1.64758540368763,0.44,0.654,6.12113346100283e-46,"A","Cd300ld"
"Cdc42",2.24414233590731e-50,-0.333790303640946,0.992,0.994,6.96873519569297e-46,"A","Cdc42"
"Plac8",2.49906730976164e-50,-2.643125646723,0.133,0.384,7.76035371700282e-46,"A","Plac8"
"Ddx17",2.65992975449246e-50,-0.948558818122804,0.586,0.798,8.25987986662543e-46,"A","Ddx17"
"Oxct1",2.7632397304419e-50,-0.929467925836629,0.55,0.769,8.58068833494122e-46,"A","Oxct1"
"Actb",4.53025577827104e-50,-0.380999633390559,1,1,1.40678032682651e-45,"A","Actb"
"Mrc1",5.17251468316702e-50,0.709043424581728,0.96,0.926,1.60622098456386e-45,"A","Mrc1"
"Creg1",5.26204463600706e-50,-0.776885975643394,0.947,0.966,1.63402272081927e-45,"A","Creg1"
"Klra2",7.14721350293357e-50,-1.27136762646995,0.464,0.685,2.21942420906596e-45,"A","Klra2"
"Rsad2",9.19508034932524e-50,-3.51839800258067,0.072,0.314,2.85534830087597e-45,"A","Rsad2"
"Slc15a3",1.19378781096111e-49,-0.681322366846362,0.831,0.924,3.70706928937754e-45,"A","Slc15a3"
"Mkrn1",1.40023083568842e-49,0.663738338176683,0.929,0.829,4.34813681406324e-45,"A","Mkrn1"
"Ccr5",2.82605314609394e-49,-0.834054585714811,0.772,0.906,8.7757428345655e-45,"A","Ccr5"
"Themis2",3.06165228244835e-49,-1.1991590362074,0.488,0.699,9.50734883268686e-45,"A","Themis2"
"Stat2",4.07344685531787e-49,-1.77062214969568,0.25,0.51,1.26492745198186e-44,"A","Stat2"
"Laptm5",4.09863568215446e-49,-0.370620082971048,0.995,0.998,1.27274933837942e-44,"A","Laptm5"
"Eci2",4.18035143802486e-49,0.85348714183011,0.76,0.542,1.29812453204986e-44,"A","Eci2"
"Srp9",5.00560126582416e-49,0.485185309277958,0.963,0.912,1.55438936107638e-44,"A","Srp9"
"Il2rg",1.46480844037048e-48,-1.5980605044153,0.274,0.535,4.54866964988245e-44,"A","Il2rg"
"Acvrl1",2.99063730355605e-48,-1.14984931579547,0.381,0.625,9.28682601873259e-44,"A","Acvrl1"
"Ptgfrn",3.96820936218016e-48,1.86584596704554,0.331,0.111,1.23224805323781e-43,"A","Ptgfrn"
"Folr2",4.50939964541751e-48,-2.75050192599643,0.191,0.439,1.4003038718915e-43,"A","Folr2"
"Atp5l",6.67206756223692e-48,0.342309274529053,0.989,0.988,2.07187714010143e-43,"A","Atp5l"
"Ptp4a2",8.51483184495024e-48,-0.526552203121545,0.966,0.979,2.6441107328124e-43,"A","Ptp4a2"
"Ifit1",3.0157091224093e-47,-4.49078699406144,0.022,0.229,9.36468153781759e-43,"A","Ifit1"
"Lacc1",3.15484296477358e-47,-0.943684336093582,0.581,0.76,9.7967338585114e-43,"A","Lacc1"
"Vsig4",3.33163913434013e-47,-2.62826608080477,0.114,0.368,1.03457390038664e-42,"A","Vsig4"
"Rhog",3.67184088218182e-47,-0.634326770434133,0.868,0.917,1.14021674914392e-42,"A","Rhog"
"Samhd1",8.35785780070318e-47,-0.956247843143693,0.851,0.913,2.59536558285236e-42,"A","Samhd1"
"Sppl2a",9.19542223575917e-47,-0.862373961291543,0.72,0.853,2.85545446687029e-42,"A","Sppl2a"
"Ttc39c",1.08134971220305e-46,0.644888886508583,0.507,0.245,3.35791526130413e-42,"A","Ttc39c"
"Dpep2",1.22927487113096e-46,1.57507067003672,0.379,0.145,3.81726725732298e-42,"A","Dpep2"
"Cd300lf",2.4031968213613e-46,0.70631411260259,0.89,0.741,7.46264708937325e-42,"A","Cd300lf"
"Rnf169",3.4033780638817e-46,1.03175431566801,0.658,0.421,1.05685099017719e-41,"A","Rnf169"
"Apoc4",8.27816824407978e-46,2.0429451211293,0.388,0.164,2.57061958483409e-41,"A","Apoc4"
"Oasl1",1.21484889615606e-45,-3.31171284888193,0.053,0.273,3.77247027723342e-41,"A","Oasl1"
"Cd81",1.42068023253325e-45,-0.654579790156129,0.913,0.952,4.4116383260855e-41,"A","Cd81"
"Mt2",2.29970647651504e-45,1.21098319325498,0.462,0.212,7.14127852152214e-41,"A","Mt2"
"Ube2l6",3.79346101615376e-45,-1.98762558460114,0.15,0.398,1.17798344934623e-40,"A","Ube2l6"
"Mrap",1.18378130915048e-44,2.21069561143218,0.251,0.066,3.67599609930499e-40,"A","Mrap"
"Pla2g15",2.45763149456098e-44,-0.78470917000613,0.695,0.842,7.63168308006023e-40,"A","Pla2g15"
"Peli2",2.616888738794e-44,1.21939599951719,0.479,0.237,8.12622460057701e-40,"A","Peli2"
"Rpl22",2.79580748513234e-44,0.263828539956444,0.997,0.997,8.68182098358146e-40,"A","Rpl22"
"Lair1",2.9350378462473e-44,-0.587070439587754,0.912,0.951,9.11417302395173e-40,"A","Lair1"
"Marco",3.36789978078918e-44,-5.1430679914717,0.042,0.252,1.04583391892847e-39,"A","Marco"
"Eif3h",5.27306186785025e-44,0.397124804924923,0.979,0.953,1.63744390182354e-39,"A","Eif3h"
"Eif3f",5.31059418833872e-44,0.376226632575594,0.989,0.973,1.64909881330482e-39,"A","Eif3f"
"Psmb10",6.48523248590337e-44,-0.689892535119664,0.815,0.906,2.01385924384757e-39,"A","Psmb10"
"Sla",7.66705763970632e-44,0.587489673926302,0.941,0.828,2.380851408858e-39,"A","Sla"
"Npc2",7.78737507801154e-44,-0.305795003362094,0.994,0.998,2.41821358297492e-39,"A","Npc2"
"Zbtb16",1.16529574473258e-43,2.15484136162354,0.24,0.061,3.61859287611809e-39,"A","Zbtb16"
"Cadm1",1.58795263966096e-43,-1.9053455420532,0.235,0.474,4.93106933193917e-39,"A","Cadm1"
"Bank1",1.73811231567368e-43,-2.01280519308138,0.159,0.399,5.39736017386149e-39,"A","Bank1"
"Dmxl2",1.90464764399284e-43,1.30745804178127,0.462,0.225,5.91450232889096e-39,"A","Dmxl2"
"Rpl41",2.44145936601478e-43,0.228600060936891,0.998,0.999,7.58146376928569e-39,"A","Rpl41"
"Rpl23a",2.598216741039e-43,0.291957306296803,0.996,0.989,8.0682424459484e-39,"A","Rpl23a"
"Usp18",2.72226177485415e-43,-2.96636801822283,0.043,0.252,8.4534394894546e-39,"A","Usp18"
"Ppp1r21",5.77818593022704e-43,0.766623985851287,0.799,0.642,1.7943000769134e-38,"A","Ppp1r21"
"Nt5dc2",7.52583330988354e-43,1.1323579669785,0.599,0.358,2.33699701771813e-38,"A","Nt5dc2"
"Igtp",8.21002767575269e-43,-2.03419075372963,0.166,0.405,2.54945989415148e-38,"A","Igtp"
"Ifi35",8.32655967692671e-43,-1.2378872296516,0.323,0.564,2.58564657647605e-38,"A","Ifi35"
"Nt5c",8.90472039098328e-43,0.72428019162773,0.828,0.658,2.76518282301204e-38,"A","Nt5c"
"Mfge8",9.76230400889141e-43,1.33789647073594,0.394,0.167,3.03148826388105e-38,"A","Mfge8"
"Sema4d",9.89554402662348e-43,-1.28787478317979,0.383,0.615,3.07286328658739e-38,"A","Sema4d"
"Pik3ip1",1.44915204557871e-42,2.36992335463995,0.237,0.062,4.50005184713557e-38,"A","Pik3ip1"
"C6",1.48521148937697e-42,-5.62561955430436,0.018,0.205,4.61202723796229e-38,"A","C6"
"Mpc1",1.64259491179286e-42,0.644991459931889,0.896,0.791,5.10074997959038e-38,"A","Mpc1"
"Htatip2",1.9659096654688e-42,0.820843939570687,0.705,0.507,6.10473928418026e-38,"A","Htatip2"
"Eif3e",2.1507351450913e-42,0.476802826841873,0.948,0.906,6.678677846052e-38,"A","Eif3e"
"Gbp4",2.60646862976239e-42,-2.35982203967856,0.128,0.361,8.09386703600115e-38,"A","Gbp4"
"Serp1",4.66214213509682e-42,0.465093786736646,0.983,0.954,1.44773499721162e-37,"A","Serp1"
"Il1r2",5.97116029575879e-42,2.14949065078965,0.289,0.096,1.85422440664198e-37,"A","Il1r2"
"Hpcal1",6.59968562916533e-42,-0.815177371369593,0.667,0.802,2.04940037842471e-37,"A","Hpcal1"
"Irgm2",7.27333966151876e-42,-2.09274691418399,0.132,0.361,2.25859016509142e-37,"A","Irgm2"
"Arg1",8.3272513433548e-42,0.8235715819849,0.693,0.453,2.58586135965197e-37,"A","Arg1"
"Pdlim4",9.04967902927047e-42,-0.945048028015422,0.455,0.679,2.81019682895936e-37,"A","Pdlim4"
"Ptpn6",1.054733508796e-41,-0.551380992716258,0.892,0.941,3.27526396486422e-37,"A","Ptpn6"
"Ccl9",1.79581035819375e-41,0.356156489167235,0.861,0.63,5.57652990529905e-37,"A","Ccl9"
"Pon2",1.91043905480563e-41,0.614877729533414,0.889,0.806,5.93248639688791e-37,"A","Pon2"
"Slamf7",4.37035843339464e-41,-1.98278894151452,0.147,0.382,1.35712740432204e-36,"A","Slamf7"
"Lyl1",5.2903707587414e-41,0.86675902664251,0.666,0.414,1.64281883171197e-36,"A","Lyl1"
"Ncoa4",7.37680297665152e-41,-1.026766158672,0.585,0.732,2.2907186283396e-36,"A","Ncoa4"
"Nadk",9.14357512099399e-41,-0.92061332247548,0.506,0.704,2.83935438232227e-36,"A","Nadk"
"Klf2",1.52978460452123e-40,-1.31817310255276,0.502,0.707,4.75044013241979e-36,"A","Klf2"
"Bnip3l",1.60140891543702e-40,0.567121173593616,0.916,0.8,4.97285510510658e-36,"A","Bnip3l"
"9930111J21Rik2",2.48763393304733e-40,-0.961553983881445,0.561,0.747,7.72484965229189e-36,"A","9930111J21Rik2"
"Clec4b1",2.56140631720029e-40,-2.47880909837973,0.109,0.329,7.95393503680206e-36,"A","Clec4b1"
"Coro1a",3.0403562331936e-40,0.483291499862467,0.976,0.936,9.44121821093607e-36,"A","Coro1a"
"Itga6",6.55206159129471e-40,0.641397051964798,0.825,0.611,2.03461168594475e-35,"A","Itga6"
"Akap7",6.77001008685936e-40,1.16298606270994,0.499,0.27,2.10229123227244e-35,"A","Akap7"
"Myo9a",9.81536052862832e-40,-1.32114541887681,0.336,0.559,3.04796390495495e-35,"A","Myo9a"
"Abi3",1.03477521456142e-39,-0.89106682328288,0.605,0.761,3.21328747377758e-35,"A","Abi3"
"Ndufb9",2.05458046646924e-39,0.469924978662354,0.943,0.916,6.38008872252692e-35,"A","Ndufb9"
"Arrdc4",3.30756037179638e-39,0.92504020003229,0.645,0.416,1.02709672225393e-34,"A","Arrdc4"
"Timd4",3.32530053964467e-39,-5.4903152534886,0.009,0.177,1.03260557657586e-34,"A","Timd4"
"Nampt",4.72093405328888e-39,-0.774175871826929,0.824,0.91,1.46599165156779e-34,"A","Nampt"
"Pdia6",4.84848940094157e-39,-0.658120788681932,0.862,0.922,1.50560141367438e-34,"A","Pdia6"
"Dhx58",6.78421278227297e-39,-1.45471765342668,0.199,0.429,2.10670159527923e-34,"A","Dhx58"
"Art2b",9.10007373460286e-39,-4.75619879094495,0.009,0.176,2.82584589680623e-34,"A","Art2b"
"Psmd8",1.11785577593576e-38,0.578662917212575,0.9,0.844,3.47127754101331e-34,"A","Psmd8"
"Nop10",1.45341218777713e-38,-0.668926330082083,0.726,0.838,4.51328086670432e-34,"A","Nop10"
"Arhgap45",1.47889278058268e-38,0.651626654680745,0.835,0.664,4.5924057515434e-34,"A","Arhgap45"
"Itgb5",1.78512632667813e-38,-0.559526459197697,0.954,0.967,5.5433527822336e-34,"A","Itgb5"
"Tmem154",1.97271778567526e-38,1.70797981105506,0.313,0.119,6.12588053985739e-34,"A","Tmem154"
"Clec1b",2.23456442371061e-38,-2.07056355969595,0.207,0.423,6.93899290494857e-34,"A","Clec1b"
"Hmgb1",2.88154400683894e-38,0.310952323187512,0.978,0.941,8.94805860443697e-34,"A","Hmgb1"
"Rasgef1b",4.38463771633483e-38,-0.903755041545789,0.642,0.793,1.36156155005346e-33,"A","Rasgef1b"
"Ms4a7",6.3312076788305e-38,-1.06626173279958,0.805,0.849,1.96602992050723e-33,"A","Ms4a7"
"Ms4a4a",7.18949455093855e-38,1.78365928583289,0.274,0.092,2.23255374290295e-33,"A","Ms4a4a"
"Ms4a6b",9.02050276757956e-38,0.648402270859162,0.933,0.893,2.80113672441648e-33,"A","Ms4a6b"
"Neat1",1.17804631863507e-37,0.646101612666382,0.967,0.913,3.65818723325749e-33,"A","Neat1"
"Hsph1",1.33322711258218e-37,-2.08820163281415,0.116,0.33,4.14007015270146e-33,"A","Hsph1"
"Gsto1",1.90748356568458e-37,0.608413012401924,0.866,0.733,5.92330871652033e-33,"A","Gsto1"
"1700017B05Rik",1.98636074138823e-37,0.703422184593426,0.766,0.56,6.16824601023288e-33,"A","1700017B05Rik"
"Pycard",2.0607053322573e-37,0.555101969709252,0.948,0.89,6.39910826825859e-33,"A","Pycard"
"Ahnak",2.48374368042286e-37,0.690799367774817,0.645,0.401,7.71276925081709e-33,"A","Ahnak"
"Rtcb",2.86913372511328e-37,0.538886142712642,0.943,0.841,8.90952095659427e-33,"A","Rtcb"
"Oas1g",3.90558049668394e-37,-2.60177253997795,0.049,0.239,1.21279991163526e-32,"A","Oas1g"
"Tmem234",5.66283243941623e-37,0.476219304036394,0.945,0.882,1.75847935741192e-32,"A","Tmem234"
"Nlrc5",7.69676512076855e-37,-1.81354094164272,0.142,0.362,2.39007647295226e-32,"A","Nlrc5"
"Lcp2",8.58059812835218e-37,-0.7743390395335,0.755,0.841,2.6645331367972e-32,"A","Lcp2"
"Nod1",9.55101105318497e-37,-1.56577436288479,0.158,0.383,2.96587546234553e-32,"A","Nod1"
"Pgap2",9.79328981472971e-37,-1.0843410819485,0.397,0.611,3.04111028616802e-32,"A","Pgap2"
"Furin",1.11520185177752e-36,0.831976894625031,0.837,0.682,3.46303631032474e-32,"A","Furin"
"Fam49a",1.32286938560005e-36,-1.28196869058303,0.287,0.514,4.10790630310385e-32,"A","Fam49a"
"Ms4a8a",1.3443342359621e-36,0.766375218310675,0.53,0.289,4.1745611029331e-32,"A","Ms4a8a"
"Canx",1.36019214976342e-36,-0.469653331048431,0.943,0.972,4.22380468266035e-32,"A","Canx"
"H2-Q6",1.43812781842578e-36,-1.59093756783856,0.125,0.342,4.46581831455757e-32,"A","H2-Q6"
"Blnk",1.77497221449154e-36,-1.24358048821572,0.347,0.566,5.51182121766057e-32,"A","Blnk"
"Akirin1",1.92172246518806e-36,0.761136455130936,0.811,0.669,5.9675247711485e-32,"A","Akirin1"
"Id3",2.16219770565841e-36,-1.20610509778003,0.42,0.628,6.71427253538107e-32,"A","Id3"
"Pnp",2.20991247829017e-36,-0.612405544985467,0.894,0.923,6.86244121883445e-32,"A","Pnp"
"Uvssa",2.45512579669592e-36,1.0790635538826,0.489,0.265,7.62390213647985e-32,"A","Uvssa"
"Eif3m",2.50894969980612e-36,0.499263889152519,0.929,0.847,7.79104150280795e-32,"A","Eif3m"
"Actn1",3.18771955414708e-36,-1.89670506569368,0.199,0.409,9.89882553149292e-32,"A","Actn1"
"Ccl2",4.68764478653185e-36,1.05302421007224,0.742,0.548,1.45565433556174e-31,"A","Ccl2"
"Tmem26",5.86744420744715e-36,-3.4252320231083,0.026,0.196,1.82201744973856e-31,"A","Tmem26"
"Ldha",5.90997548201919e-36,-0.57060407309482,0.933,0.949,1.83522468643142e-31,"A","Ldha"
"Gas7",6.06698785707447e-36,0.813620832392094,0.658,0.438,1.88398173925734e-31,"A","Gas7"
"Itgax",8.66968823495247e-36,-1.49955859630798,0.301,0.502,2.69219828759979e-31,"A","Itgax"
"Lgmn",9.68811073927323e-36,0.291567377006634,0.997,0.997,3.00844902786652e-31,"A","Lgmn"
"Clic4",1.07734142609331e-35,-0.844786137945421,0.599,0.778,3.34546833044755e-31,"A","Clic4"
"Dse",1.11445781173307e-35,-0.875276782794442,0.55,0.725,3.4607258427747e-31,"A","Dse"
"Lpcat2",1.13514900867422e-35,-0.669445432151797,0.853,0.903,3.52497821663605e-31,"A","Lpcat2"
"BC005537",1.17044197345168e-35,-0.763700684579761,0.924,0.952,3.6345734601595e-31,"A","BC005537"
"Pgls",1.18182996051152e-35,0.467755071878532,0.934,0.886,3.66993657637642e-31,"A","Pgls"
"Abca6",1.6258668672863e-35,3.02630879761303,0.127,0.016,5.04880438298415e-31,"A","Abca6"
"Aprt",2.21081854004662e-35,0.495380981299145,0.942,0.891,6.86525481240676e-31,"A","Aprt"
"Cxcl9",2.98217389616077e-35,-5.41302673302633,0.033,0.203,9.26054459974805e-31,"A","Cxcl9"
"Fam129a",4.14015343107954e-35,-1.21012574346015,0.495,0.654,1.28564184495313e-30,"A","Fam129a"
"Pml",4.71582473763897e-35,-1.48448151508892,0.189,0.411,1.46440505577903e-30,"A","Pml"
"Ms4a6d",8.57609172605678e-35,0.430571752392035,0.96,0.935,2.66313376369241e-30,"A","Ms4a6d"
"Tspan15",8.95660429162472e-35,-4.6057599351323,0.01,0.162,2.78129433067822e-30,"A","Tspan15"
"Gm20703",1.14168541594249e-34,1.84374041243895,0.269,0.098,3.5452757221262e-30,"A","Gm20703"
"Slc29a1",1.40454476779349e-34,-0.924577332459938,0.62,0.759,4.36153286742913e-30,"A","Slc29a1"
"Scimp",1.66412011787552e-34,-1.11889547294649,0.429,0.626,5.16759220203885e-30,"A","Scimp"
"Zc3h6",1.76940886362182e-34,1.77647465549865,0.247,0.082,5.49454534420483e-30,"A","Zc3h6"
"C3",1.92571143540037e-34,-2.4745968820599,0.164,0.374,5.97991172034878e-30,"A","C3"
"Htra3",3.38812653902189e-34,1.03480215998308,0.489,0.267,1.05211493416247e-29,"A","Htra3"
"Hes1",3.78850190302816e-34,-1.5406045768311,0.136,0.352,1.17644349594733e-29,"A","Hes1"
"Arid3a",4.07063424333232e-34,1.04882352525234,0.514,0.303,1.26405405158199e-29,"A","Arid3a"
"G3bp1",4.79374968910258e-34,-0.741328184332809,0.686,0.794,1.48860309095702e-29,"A","G3bp1"
"Myl12a",6.69982854970332e-34,-0.479193601705245,0.937,0.952,2.08049775953937e-29,"A","Myl12a"
"Rnpep",6.84260400253083e-34,-0.582713308674962,0.758,0.861,2.1248338209059e-29,"A","Rnpep"
"Adar",7.69625204920261e-34,-1.15736863515216,0.325,0.535,2.38991714883889e-29,"A","Adar"
"Rab11fip5",9.52955647064089e-34,0.781939127238376,0.637,0.408,2.95921317082811e-29,"A","Rab11fip5"
"Fcgr4",1.18019327310386e-33,-0.830953868951478,0.856,0.888,3.66485417096942e-29,"A","Fcgr4"
"Ndufa6",1.50669629098389e-33,0.41866255575163,0.971,0.935,4.67874399239227e-29,"A","Ndufa6"
"Ppfia4",1.55907572867752e-33,-0.977387241836262,0.603,0.743,4.8413978602623e-29,"A","Ppfia4"
"Ifit3b",1.63929359631399e-33,-4.92860162480489,0.005,0.148,5.09049840463384e-29,"A","Ifit3b"
"Clec4a3",1.75060557242693e-33,-0.773411366673371,0.78,0.855,5.43615548405736e-29,"A","Clec4a3"
"Gbp5",1.92843054514889e-33,-1.80630822751122,0.152,0.364,5.98835537185085e-29,"A","Gbp5"
"Ap1s2",2.16015698403149e-33,0.777017484442463,0.79,0.671,6.707935482513e-29,"A","Ap1s2"
"Herc6",2.78220369302963e-33,-1.83552610028939,0.154,0.359,8.6395771279649e-29,"A","Herc6"
"Slc7a8",2.8199469985498e-33,-0.987670065349275,0.57,0.713,8.75678141459669e-29,"A","Slc7a8"
"Inppl1",3.06800271707152e-33,-1.16153109801821,0.337,0.545,9.5270688373222e-29,"A","Inppl1"
"Klrk1",5.71235543588594e-33,-4.26428484439029,0.006,0.148,1.77385773350566e-28,"A","Klrk1"
